,L1,T1,L2,T2,L3,T3,L4,T4
0,1.9922085059783865,2458320.0,1.932505995461539,2458320.0,3.853521667582469,2458320.0,2.230751412237568,2458320.0
1,1.9147098832044678,2458322.0,1.989533032154861,2458322.0,3.780228578074927,2458322.0,2.3909243843188945,2458322.0
2,2.4788849392605936,2458324.0,2.598610675817368,2458324.0,4.18461681536813,2458324.0,2.83293560529245,2458324.0
3,2.002943968770673,2458326.0,2.200633137544972,2458326.0,4.627565580474729,2458326.0,2.3969109003765823,2458326.0
4,2.1151399689035664,2458328.0,2.1797831892097466,2458328.0,3.4649711229889504,2458328.0,2.0275358272373842,2458328.0
5,1.8813306575771875,2458330.0,1.902959092093264,2458330.0,4.4493746315764575,2458330.0,2.5788883968772844,2458330.0
6,2.5054558421155484,2458332.0,2.911816682473986,2458332.0,4.5752718611022605,2458332.0,3.331325540340385,2458332.0
7,2.4577816025608965,2458334.0,2.8604489324611237,2458334.0,4.2591605506966435,2458334.0,2.523037530554835,2458334.0
8,2.4233261639170074,2458336.0,2.5650513360835494,2458336.0,4.49971233570549,2458336.0,2.427473943225875,2458336.0
9,2.351980013603472,2458338.0,2.7632226234779598,2458338.0,4.782003727214747,2458338.0,3.2116661487719678,2458338.0
10,2.752659964235994,2458340.0,2.95458008860673,2458340.0,5.205125363585301,2458340.0,3.015442299917317,2458340.0
11,2.823943493709175,2458342.0,2.6544038021426624,2458342.0,4.524452596166833,2458342.0,3.2076479762345804,2458342.0
12,2.3390937082162764,2458344.0,2.557488338289684,2458344.0,3.9476036913124677,2458344.0,2.7021507014041104,2458344.0
13,2.4327313230094045,2458346.0,2.6077259943651554,2458346.0,4.403748846175621,2458346.0,3.0313570983946425,2458346.0
14,2.7173283728825783,2458348.0,2.4490828258808057,2458348.0,4.736982800805634,2458348.0,2.92057985222288,2458348.0
15,3.476357189079266,2458350.0,3.48498123911724,2458350.0,4.964001767235427,2458350.0,3.3603649729904133,2458350.0
16,3.6289653498313053,2458352.0,3.451348126476461,2458352.0,5.996171684681367,2458352.0,3.798384093652967,2458352.0
17,3.0741054961791567,2458354.0,3.233098122375842,2458354.0,6.0288484802925835,2458354.0,3.246978347353641,2458354.0
18,3.2137379569950757,2458356.0,3.1291185542624325,2458356.0,5.142022154063253,2458356.0,4.5166446834845075,2458356.0
19,3.3799038394367407,2458358.0,3.1119317712146604,2458358.0,5.785761870845113,2458358.0,4.070937229052684,2458358.0
20,3.66130793839225,2458360.0,3.7556120770030677,2458360.0,6.011162795818907,2458360.0,4.125191350204423,2458360.0
21,3.4075450907604505,2458362.0,3.479722083640112,2458362.0,5.9025903386194924,2458362.0,4.34020936386846,2458362.0
22,3.908127534557431,2458364.0,3.9483907961491744,2458364.0,6.866005269487122,2458364.0,3.942931309331545,2458364.0
23,4.253888109303389,2458366.0,4.3548176295471315,2458366.0,7.746444126713441,2458366.0,4.2029574276741215,2458366.0
24,4.228139283755053,2458368.0,4.917147081918673,2458368.0,7.221466700212705,2458368.0,4.313625500209454,2458368.0
25,3.9159012651139893,2458370.0,4.610400638932319,2458370.0,7.842120308009168,2458370.0,4.931622053772827,2458370.0
26,4.424291081541095,2458372.0,4.476334111864614,2458372.0,7.639137747236505,2458372.0,4.731003897177617,2458372.0
27,4.687781934524209,2458374.0,4.604836415567481,2458374.0,6.79012959228453,2458374.0,4.675198719668027,2458374.0
28,4.707284515447208,2458376.0,4.9946687435971135,2458376.0,7.707207522199407,2458376.0,4.090365487783733,2458376.0
29,4.999343340144841,2458378.0,4.984364350399146,2458378.0,7.696513634649962,2458378.0,4.816954080810036,2458378.0
30,5.300533571678056,2458380.0,5.249593586272601,2458380.0,8.123518374997847,2458380.0,6.001530084034512,2458380.0
31,5.043424507547104,2458382.0,5.497662760441641,2458382.0,8.329546695631779,2458382.0,5.88199550114161,2458382.0
32,4.639838270696381,2458384.0,5.233212696729035,2458384.0,7.338393048803712,2458384.0,5.693371816411179,2458384.0
33,6.502205490614902,2458386.0,6.195329255542582,2458386.0,9.92636932135636,2458386.0,6.53768298932532,2458386.0
34,6.276511857141834,2458388.0,6.247747434383243,2458388.0,10.900226925510628,2458388.0,6.711968600857459,2458388.0
35,6.145950308524688,2458390.0,6.1595207562646594,2458390.0,10.3254747061812,2458390.0,6.804532682580677,2458390.0
36,6.494421744018311,2458392.0,7.312324728016887,2458392.0,11.287390990387834,2458392.0,7.068551408112957,2458392.0
37,6.165761018757539,2458394.0,7.045710752439455,2458394.0,9.843316144910796,2458394.0,6.778641320292902,2458394.0
38,6.596213015901684,2458396.0,6.7621268321099475,2458396.0,9.656883545869201,2458396.0,6.8888325429244395,2458396.0
39,6.936023687377841,2458398.0,6.1278020790575045,2458398.0,9.00110146754289,2458398.0,6.639525567128093,2458398.0
40,6.5851707731936235,2458400.0,6.6293508525745555,2458400.0,10.84732494253682,2458400.0,7.57702336587085,2458400.0
41,6.767200799178667,2458402.0,7.053775673909928,2458402.0,10.426917599787236,2458402.0,7.332126524856486,2458402.0
42,7.795768666523611,2458404.0,7.26387634400577,2458404.0,11.63006193027467,2458404.0,8.191257797082713,2458404.0
43,7.892329873422442,2458406.0,7.861755365162189,2458406.0,11.476757946006341,2458406.0,8.099174781272438,2458406.0
44,7.311153679939575,2458408.0,7.677983040291281,2458408.0,10.979979050174894,2458408.0,7.308823591560351,2458408.0
45,7.9830900944668155,2458410.0,8.493333773285974,2458410.0,12.929373710509896,2458410.0,7.611632343819249,2458410.0
46,8.943257932088674,2458412.0,9.190163622648647,2458412.0,14.704955443551553,2458412.0,10.187495582749166,2458412.0
47,9.082882236313251,2458414.0,8.806911012254972,2458414.0,14.333952959221664,2458414.0,9.914697769710797,2458414.0
48,9.39379074973366,2458416.0,9.281803145036465,2458416.0,14.497844971534274,2458416.0,10.263493945070753,2458416.0
49,8.991650783438114,2458418.0,8.731429234217849,2458418.0,15.890659978926006,2458418.0,10.006812648775322,2458418.0
50,9.985425244254532,2458420.0,10.556192385705174,2458420.0,16.108191991976184,2458420.0,10.278249933920439,2458420.0
51,9.79320365341906,2458422.0,10.229946649124145,2458422.0,14.77348026373106,2458422.0,10.922150253259483,2458422.0
52,10.242276289411151,2458424.0,9.579403298135357,2458424.0,15.703043226764137,2458424.0,10.299572431654667,2458424.0
53,10.523518129931404,2458426.0,9.924552052690657,2458426.0,16.891124782975112,2458426.0,11.675533801217503,2458426.0
54,9.404144255645964,2458428.0,10.000063085504356,2458428.0,15.683935014600761,2458428.0,10.149022545728597,2458428.0
55,10.03986590360625,2458430.0,10.460382607221847,2458430.0,16.2666979897714,2458430.0,10.796315274567485,2458430.0
56,11.338072572318055,2458432.0,11.175893299719368,2458432.0,17.944228133411166,2458432.0,11.678850784360943,2458432.0
57,12.903944126817208,2458434.0,11.66809095093194,2458434.0,19.93955689807527,2458434.0,13.271997180655985,2458434.0
58,11.828929412271957,2458436.0,12.369391876343022,2458436.0,19.192362357236977,2458436.0,13.687200502467805,2458436.0
59,11.894066165863494,2458438.0,10.800355121538342,2458438.0,18.508873151261806,2458438.0,11.776842670096634,2458438.0
60,12.245976152313935,2458440.0,11.949924267586134,2458440.0,18.784061543567578,2458440.0,13.048127952803217,2458440.0
61,12.668951654113945,2458442.0,12.942651621865911,2458442.0,19.70039502679357,2458442.0,14.516694149969174,2458442.0
62,12.26720113798137,2458444.0,12.256329214174976,2458444.0,19.317400660114263,2458444.0,12.354335392416173,2458444.0
63,11.9147338980388,2458446.0,12.458052389832016,2458446.0,20.051916188813703,2458446.0,14.395576430922377,2458446.0
64,14.79459500586744,2458448.0,14.880790936822203,2458448.0,21.65981102181569,2458448.0,15.988680214843903,2458448.0
65,16.235130931802402,2458450.0,15.131015738454662,2458450.0,22.90072947052166,2458450.0,18.51283552007565,2458450.0
66,14.581472047174998,2458452.0,13.725979264590565,2458452.0,22.66988888785492,2458452.0,16.077841466418377,2458452.0
67,14.52288916272397,2458454.0,14.920799813109316,2458454.0,22.078069381365324,2458454.0,16.492432615381247,2458454.0
