,pt0,t1G,t1R,t1I,t1Z,t2G,t2R,t2I,t2Z,tdG,tdR,tdI,tdZ,tpG,tpR,tpI,tpZ,lalphaG,lalphaR,lalphaI,lalphaZ,lbeta1G,lbeta1R,lbeta1I,lbeta1Z,lbeta2G,lbeta2R,lbeta2I,lbeta2Z,lbetadNG,lbetadNR,lbetadNI,lbetadNZ,lbetadCG,lbetadCR,lbetadCI,lbetadCZ,MpG,MpR,MpI,MpZ,YbG,YbR,YbI,YbZ,VG,VR,VI,VZ,M1G,M1R,M1I,M1Z,M2G,M2R,M2I,M2Z,MdG,MdR,MdI,MdZ,lp__
450,-16.955975011313452,1.3338279902615686,0.8923880513786915,1.7216092644053653,1.0359861999048505,19.25729660688539,60.40545672450046,35.024163776162816,51.2245389104653,50.544075289597764,17.096619537039107,20.028148772350935,28.307383218615364,18.404202722994857,31.950319073801097,19.36301599565,17.588517405290496,-1.398549261840361,-1.545955359641604,-1.8114131314409327,-1.0522465882909808,-5.943057581813695,-8.687009736580114,-6.143527427145497,-2.5287032633523334,-3.959786478279828,-4.154366467524337,-4.970827941375176,-4.725621401661934,-3.724557627211703,-4.504518176866263,-4.000216224049726,-4.386212067873999,-4.029930108894173,-4.318250960444578,-4.693248292357519,-4.683149493446789,109.1534229184281,105.88476569036486,100.5034658091113,103.59537716217865,-0.053763696637003915,-0.2680893290174437,0.2245270753222032,-0.14878548162044827,1.6251383874402732,1.9860851201570247,2.540144812839003,3.27553550315296,104.00738635968939,105.31536506259903,96.41032653211565,25.47227552834467,75.608748927885,41.02753975240838,78.82384183357162,65.78400693590227,22.337309847044754,33.95966307432023,54.62362494414714,46.24772858980683,-1719.400014443984
451,-15.522902458668462,0.7392618201290505,0.6808324981719166,1.1132599848351796,0.9621534279040068,21.29484402801955,34.62340360356514,33.50389960194807,54.874205212088725,31.965421436578183,8.160448859008017,22.558259796390757,19.900497378567714,18.369493978444073,30.32818868714605,17.078606718999204,16.44853661154126,-1.5843838031729718,-0.6366986265170606,-0.7575260634455583,-1.1909802877947777,-6.618543465102615,-7.484095293468645,-3.4555129422727435,-4.963637210606495,-3.9224265423989637,-4.1860242446663,-5.027651126052729,-4.758547228355006,-3.715739297421731,-3.9059987848386144,-4.06511365739918,-4.170661782763531,-3.8979138753066476,-4.3496422180652,-4.680302415494028,-4.701768351712466,107.84603680605892,106.04815036355387,102.488735366454,102.90380926440078,0.22950025579577601,-0.3792974643582081,-0.3487903077273703,-0.19330881615601117,1.6737749986393586,1.8889196432766369,2.7568934296528522,3.2775448534053933,105.23274016008409,104.25608970182586,59.77349825971853,91.73106227598706,70.75446257589464,62.63900742558863,82.28279675367128,64.26918699256332,32.500615390441055,53.1539837167235,55.87063258712167,47.26528450828349,-1718.711921938016
452,-21.384647299803323,0.8762110055694203,0.7963595758270119,1.3170101989645029,0.9543998374522806,21.06584002841749,34.79475014335477,34.16797401513522,54.45909107408226,37.74911953403954,12.018548487664752,31.815604013002755,2.4957252582551015,23.41072055100887,34.4109416394482,20.95144221423439,21.227479331020415,-0.7934106745829222,-0.4882135296941561,-1.3958812219971681,-0.23332362358035058,-6.93640506880808,-7.907529203074826,-2.9424392674172455,-3.5540748077686324,-3.930477525149965,-4.246925748032451,-5.080418415256621,-4.810567504037021,-3.69863275063545,-3.922260296143548,-4.159587725550793,-3.11740945866133,-3.965963072242939,-4.374094653252102,-4.748473468236441,-4.653707128936915,109.06440046193708,106.76785853125409,102.43511958694602,101.92811809997994,-0.07244620518486235,-0.4882677088452798,-0.20615696251668578,-0.2691941322457766,1.672095277965977,2.10494713183053,2.600533967257126,3.2330740536842026,106.61124698320477,105.42449304406821,33.93051748407034,55.53401475137013,72.1195841216383,64.89744887533362,82.83053988736744,65.41781037705388,28.325355598531843,51.156294236954814,50.401865455914724,58.57479778905873,-1726.0676072794192
453,-22.684764915967865,1.6343459880149402,1.3671521760119387,1.3390711698010527,0.6930375473026389,65.95296159129497,66.10148002497804,33.41215911813623,66.81724756062609,5.74981994693541,25.67620810329919,23.569117450068166,5.436247692199614,25.967199667131474,36.37788127825731,23.796871295456683,17.075980661947536,-0.9629094381858566,-0.38041390270433284,-0.8937488092721502,-1.637046662855059,-6.880442158115645,-7.738969660593272,-3.5999965615107383,-4.5375999782352,-3.801259221398192,-4.154108301270911,-4.955065953555665,-4.766664706958652,-3.4789870122552213,-4.557368703487834,-4.079432806533652,-3.458370653427017,-4.101830021566054,-4.293736557108932,-4.703720239325545,-4.65701909671141,107.11673436283684,106.242064434335,102.86822541716933,108.14058320595375,-0.3106126339466236,0.036731483273724115,-0.17793996186184668,-0.07336739078929819,1.7042271887201168,1.8965705907544108,2.5600169905292427,3.453474542707087,104.29599845682208,104.57210355702517,53.69003745743829,90.08334005568257,24.54129644192851,37.6352508788145,81.285915094616,61.24629545857257,20.553693816887318,28.74912599254214,54.55735995239012,51.612545718730715,-1718.0879716251848
454,-12.389750162546742,1.032828227586384,1.0188375195394666,0.8970775491923838,0.9967589328616198,22.28185159576684,60.748112281305886,32.4642410143583,53.720615221262854,20.306772314972978,13.215635226328907,28.232552201507197,4.7062250672172565,14.41002038123994,27.23635782895381,15.241750578258438,20.2346343141134,-1.0404037339230883,-0.14449943042033597,-1.1701966378133692,-1.5556424061327354,-5.6594966020294795,-7.791452890812249,-4.387073539305831,-1.6960857578994624,-3.9683916991534054,-4.159587158935911,-4.958232040742468,-4.754749283070163,-3.6232927545327835,-4.558824090243306,-4.192012097444602,-3.3536966711884033,-3.8831515152675014,-4.297038987761456,-4.692290453397028,-4.668025402655596,108.95486996897951,106.59851143278107,101.5811677825958,97.00719594074134,0.21780972948256813,-0.14075960892806838,-0.031585661290457125,0.04065517888807633,1.6642111982867787,1.8953669605559056,2.6598279298551555,3.100367079500119,103.61948088503301,105.40542097887132,84.04021234581924,2.3720471798534333,71.50174337423753,41.287028013741086,80.86538963605402,61.08173488665451,41.5808615725005,35.9497785458442,52.774450533422666,51.816429215739966,-1721.6812385186938
455,-22.374005881598606,1.2422667173113684,0.8926876625426553,1.0030751516219878,0.9420713147380425,63.78377749506808,66.93555359676428,34.861168255834144,56.437441188035066,9.717525780030764,16.32289631172908,25.16790799852245,8.58540326596019,26.032655888320253,36.24392148105617,23.578388207243595,21.13549701086768,-0.08811756560731271,-1.3513040292276504,-1.8404222362400713,-0.1769544181860672,-6.213015586808956,-8.14263471156932,-4.293007438943795,-2.7651329531597244,-3.7849736438986983,-4.1598716378954235,-5.050065818343659,-4.76492729235659,-3.6618392928009005,-4.639704640611725,-4.086956702055359,-3.7854350449377967,-4.035593307624682,-4.307574426821418,-4.693383630324241,-4.654042242973453,107.98515781212454,105.9491007805625,100.94848381826444,103.63545340822255,-0.33438328744597273,0.07049275753077044,0.037654799010581955,0.20550852212884238,1.6797737801143136,1.9316196807892463,2.6247741125736725,3.313763735567465,102.4982266617745,104.83802438738559,73.14477092110614,27.385817753546814,25.368254342814314,37.26759414068996,80.73629122607038,64.06092011060599,19.764782880807793,31.830851564428837,52.911072182895154,52.71787397573244,-1718.6212526317406
456,-20.599080236020647,0.9720432818157623,1.079730228519247,1.3641346931321237,0.6775423752829152,19.400572224989368,40.37069525438923,40.91524626611575,56.33908630744653,38.267567453750765,4.9598568772944684,21.882159958996716,9.390508499626522,22.353929574628527,34.322661140104685,14.181952256133426,19.50250607579506,-0.7229770285681808,-1.5724614017282539,-1.68832062711156,-0.8210176207612082,-5.960117818231439,-9.917492233901205,-4.636507661680336,-4.266772919912123,-3.978789484917633,-4.200059726013145,-5.071053294674321,-4.75288167922727,-3.6791493776392112,-3.802855619303332,-4.1044398729027,-3.890737342491727,-4.027216948338116,-4.308939627526174,-4.683142192523717,-4.668293063143728,108.85556836235531,105.31788240123936,104.51703181804136,103.91123441814011,-0.20245960097482132,0.31350554379393125,0.16042665507406237,-0.047243346425235005,1.648173909432579,2.0387014072883303,2.899334411971391,3.584034826787339,102.75603294516368,105.13980717687168,91.09526900369113,79.04172104952411,75.72215265263941,57.491523645579974,80.84824494756522,63.91224737479335,28.818786270401233,51.46994736700905,56.347308591894134,52.755093334784824,-1726.6780130685424
457,-31.42170415925234,0.9115032878492294,1.4643725173081243,1.505930148273634,1.0730763155523475,68.1860263010521,62.70537994058935,35.3750377174382,66.7656398022782,5.060253788724003,13.924887457557908,28.031425283112455,3.1414443445858753,34.84248705638884,43.782175790282224,31.754606051104638,18.274546908142625,-1.0879904714559139,-1.0576606523121728,-0.8288699092970037,-1.2279341683307088,-6.202544074792463,-7.791143884590264,-4.186610110977741,-2.7413762630727123,-3.772081031738109,-4.179316220724566,-4.887992351095445,-4.820840485270661,-3.6615701266083693,-4.492518386977124,-4.173584487487624,-3.178033506770512,-3.994966201165229,-4.314339162685327,-4.705484042809676,-4.630506951127398,107.29448625462409,106.44661874041417,102.35553910639595,112.16182796978006,0.012862120952373927,-0.20429233883387352,-0.36384088099814654,0.07926773405061878,1.683779821279611,2.044689474901696,2.6562420690521695,3.2623196399309067,99.98763369783907,104.53740625187915,63.171606654044076,34.52113526333966,22.35424626410579,40.75949116563838,78.40181779341751,65.48433792835128,19.628989663968316,34.877276559263855,50.91960800904623,57.44998963296496,-1724.6184326312223
458,-11.476500282089676,0.35389916403895433,1.0431509638795067,1.335654500434555,0.6835632596893892,23.725115423857616,65.36017918398439,33.79511638963707,50.070428488070505,31.82281093143667,15.696795791073173,23.803338681154944,21.2431873752608,14.497423128844964,26.455726997652775,13.460887589463645,14.663289871342082,-0.9121739517983177,-0.40223582767580207,-0.8165016170423035,-1.3079566937240328,-5.1243744151401325,-6.922309713527887,-4.144274035559393,-2.6372458636466263,-3.907443477849387,-4.154370379678088,-4.951842662021487,-4.849930005665829,-3.668552540584628,-4.505499178768071,-4.12118760528011,-4.10094043493235,-3.9948910959894657,-4.300682590526158,-4.683697538380126,-4.705201598925606,110.47050953389224,105.4374127036647,101.9414688548596,99.16461153647191,-0.46434173722574146,0.28899694558428835,0.04287182926956514,-0.06711646349523248,1.7013470398663166,1.856845850350812,2.6401133893393225,3.4056534230626143,101.34087445688347,102.72382382681344,82.34989842681334,34.7265441406262,68.58462026128905,37.79760372262507,80.27473055453223,67.00609310958507,30.45228633353948,31.77965636079942,54.55667925532366,47.13698979992363,-1730.019625043928
459,-15.915616338624863,1.9696847560973112,1.0245050300582137,1.1538798913988824,1.0524739925850146,17.331417290129142,67.9229850391321,36.48490190255817,61.13626165939655,52.55837106924564,9.338514406484759,19.58761145080256,3.2011108753052135,17.005614984874356,28.768001749297575,17.316402191953063,17.059696674155248,-0.8560343435472809,-1.5884515300259165,-1.7153814148273372,-1.2406372461920745,-6.414804177867937,-6.6598617794671995,-3.669639128311868,-2.9675092815078,-4.009291978246979,-4.166687893911098,-4.983819279738806,-4.6965786317755915,-3.7298263301166714,-4.902698200485924,-3.9876837398545613,-3.2366872516535645,-4.055140602553172,-4.328984239978031,-4.72559890558389,-4.655761330314468,107.99004654905657,107.51820907227024,102.93908144947311,103.20057720933693,-0.022916246260811794,0.04054285273280991,-0.48404718532039503,0.09172424018155274,1.7590161489255167,2.0487243619562863,2.6702628208950894,3.441242332849547,105.02500670200186,103.62712338623923,66.20906186947204,42.91720920770502,78.8493466590304,37.51026231918487,80.18158856584013,59.06966388143475,22.338142371744947,34.9969849716722,55.76176405266488,52.0879439254062,-1725.3283421034907
