,L1,T1,L2,T2,L3,T3,L4,T4
0,2.7272351174330365,2458210.0,3.1100478387849524,2458210.0,1.4218381410767391,2458210.0,3.0154264650404294,2458210.0
1,1.6152239982136787,2458214.0,2.300183460053864,2458214.0,2.3742150798279926,2458214.0,1.8139568072843497,2458214.0
2,1.247983915422391,2458224.0,2.339589485581727,2458224.0,2.685182872719547,2458224.0,2.4976365983175906,2458224.0
3,2.0775572663901114,2458226.0,3.310872270556787,2458226.0,4.638367018346746,2458226.0,3.845034190210889,2458226.0
4,2.9363197513723085,2458228.0,4.8419670653336455,2458228.0,5.725144216544767,2458228.0,5.798058473140492,2458228.0
5,4.17119145903204,2458230.0,6.606184849494096,2458230.0,8.189099175052263,2458230.0,8.378430758304411,2458230.0
6,6.626681152738041,2458232.0,9.54228341371458,2458232.0,10.12122839801724,2458232.0,10.156484235532327,2458232.0
7,10.174171065135482,2458234.0,12.788345244422858,2458234.0,13.328509122386025,2458234.0,14.57575225096012,2458234.0
8,14.616738674029497,2458236.0,16.766935027829074,2458236.0,19.050287080860823,2458236.0,19.116773971786788,2458236.0
9,19.249633598838475,2458238.0,22.124692397566275,2458238.0,24.828591507883264,2458238.0,23.907503645994957,2458238.0
10,25.34181544106064,2458240.0,29.13648904624744,2458240.0,29.70680393158635,2458240.0,31.9308128248534,2458240.0
11,31.944845807101988,2458242.0,35.61455478907639,2458242.0,35.47809138120693,2458242.0,36.193308778565864,2458242.0
12,41.28126465207446,2458244.0,44.443054694516334,2458244.0,45.56072747627464,2458244.0,53.31416470919624,2458244.0
13,48.32102809145938,2458246.0,49.90004708294327,2458246.0,52.23904878989088,2458246.0,55.65021530051793,2458246.0
14,57.561207207573624,2458248.0,58.20318871464827,2458248.0,62.283430465954154,2458248.0,65.71405119398955,2458248.0
15,67.75594605860458,2458250.0,69.76225593222927,2458250.0,73.28177013976851,2458250.0,75.47496407200322,2458250.0
16,79.18301780806047,2458252.0,76.33321961055822,2458252.0,82.95100426574788,2458252.0,90.58911192782682,2458252.0
17,89.61400410334828,2458254.0,82.80838732200478,2458254.0,91.81554905621431,2458254.0,98.24804841263055,2458254.0
18,97.82380801539074,2458256.0,92.2481414876731,2458256.0,102.43077400028929,2458256.0,106.67507008971677,2458256.0
19,107.81257724635226,2458258.0,105.31236570095157,2458258.0,118.23349664826499,2458258.0,115.9004845178468,2458258.0
20,120.52193991516202,2458260.0,110.08782280168862,2458260.0,122.31862238927398,2458260.0,124.23790406239134,2458260.0
21,127.47448185261902,2458262.0,121.38769169301627,2458262.0,131.60723869771385,2458262.0,133.72494142043493,2458262.0
22,140.57042957066957,2458264.0,128.73670936880538,2458264.0,141.421319325972,2458264.0,139.62891253537794,2458264.0
23,151.01954289006343,2458266.0,141.37832754258142,2458266.0,150.2867309562191,2458266.0,151.56603733010377,2458266.0
24,159.30242262655335,2458268.0,143.5873791392319,2458268.0,162.82972304848468,2458268.0,167.34381753639872,2458268.0
25,169.36749023454,2458270.0,159.07785808326494,2458270.0,164.73108063202537,2458270.0,168.18742441040095,2458270.0
26,177.62185982671988,2458272.0,163.10086462719184,2458272.0,178.04534996934163,2458272.0,172.4519138990116,2458272.0
27,189.90158902284193,2458274.0,172.29047716598953,2458274.0,193.13774761133607,2458274.0,198.13021360884954,2458274.0
28,197.18971896340767,2458276.0,181.0739820537568,2458276.0,195.24556971647286,2458276.0,207.00927784515153,2458276.0
29,205.8838196494901,2458278.0,190.80883028919223,2458278.0,210.3967986085425,2458278.0,213.58745859040323,2458278.0
30,216.27823172590033,2458280.0,201.57395960097523,2458280.0,216.18774053309514,2458280.0,224.56242962169324,2458280.0
31,225.14590930624726,2458282.0,212.7361702615875,2458282.0,227.4546818561558,2458282.0,237.0451189005958,2458282.0
32,232.69211227677587,2458284.0,219.996436124305,2458284.0,236.2427269459031,2458284.0,234.08442155208888,2458284.0
33,248.53250215598314,2458286.0,228.34716815606515,2458286.0,247.88846714485788,2458286.0,251.83247555081198,2458286.0
34,255.58059503771344,2458288.0,245.70079322120415,2458288.0,257.2610502488108,2458288.0,258.6348298518889,2458288.0
35,263.97512618992255,2458290.0,254.80879456358795,2458290.0,266.9291489737144,2458290.0,277.9203822311742,2458290.0
36,275.0876129634898,2458292.0,261.8785072813725,2458292.0,285.01298251675803,2458292.0,279.88057559526834,2458292.0
37,287.3116986289495,2458294.0,271.7882298845491,2458294.0,282.89020764232754,2458294.0,279.7573916977654,2458294.0
38,295.36457801327026,2458296.0,285.74106663282345,2458296.0,292.19706772503923,2458296.0,293.65962825502146,2458296.0
39,302.0399183264762,2458298.0,292.1241731078925,2458298.0,308.68027294841244,2458298.0,310.5931923966673,2458298.0
40,309.8045070750103,2458300.0,306.65266926078584,2458300.0,317.39307181076737,2458300.0,325.2070476070605,2458300.0
41,321.7536141148151,2458302.0,320.78474245996347,2458302.0,328.7361476386249,2458302.0,335.19891030757316,2458302.0
42,333.22202911497493,2458304.0,324.64614824140943,2458304.0,337.02057032675066,2458304.0,332.79438679122626,2458304.0
43,343.4728175847675,2458306.0,344.43040784621314,2458306.0,352.17174871318974,2458306.0,341.4243200029863,2458306.0
44,352.4750748882652,2458308.0,349.48677058449704,2458308.0,363.4618217205027,2458308.0,367.45684719559324,2458308.0
45,366.76862941817814,2458310.0,365.26001714173776,2458310.0,371.1059903357365,2458310.0,386.48721971016,2458310.0
46,375.27527061294705,2458312.0,371.7019386076067,2458312.0,377.2183174110793,2458312.0,358.8793461259066,2458312.0
47,384.44706795628696,2458314.0,384.80264616446357,2458314.0,391.3356907127076,2458314.0,369.3212841869773,2458314.0
48,392.8172859752348,2458316.0,394.9307970847689,2458316.0,400.61355494416006,2458316.0,390.3344482907356,2458316.0
49,403.10393272774274,2458318.0,408.590159783598,2458318.0,407.47139671514697,2458318.0,405.4747077740512,2458318.0
50,412.64341960723436,2458320.0,416.1272871756977,2458320.0,428.1347531684642,2458320.0,406.5357578810538,2458320.0
51,433.4400507308992,2458322.0,432.045968292179,2458322.0,429.6052293169753,2458322.0,426.2264835980603,2458322.0
52,436.44211658781614,2458324.0,434.1917541142217,2458324.0,439.54271658438887,2458324.0,431.32243499716554,2458324.0
53,443.13344655320094,2458326.0,437.3251422530459,2458326.0,445.0725229760995,2458326.0,431.3560637168614,2458326.0
54,450.52623466225594,2458328.0,455.92162323122454,2458328.0,464.6384376840216,2458328.0,442.1268737675691,2458328.0
55,460.3453991701323,2458330.0,456.39050266912557,2458330.0,456.0109145506165,2458330.0,429.92370665147376,2458330.0
56,469.12692386093175,2458332.0,472.84838781493426,2458332.0,468.2600647029164,2458332.0,439.03969444678785,2458332.0
57,484.95689986283077,2458334.0,486.5860476615176,2458334.0,476.31323810159006,2458334.0,444.8451227941927,2458334.0
58,489.97347545166826,2458336.0,480.3561963376287,2458336.0,481.66729953731834,2458336.0,450.9306660932309,2458336.0
59,503.7311816117264,2458338.0,497.1389018380198,2458338.0,485.7628823486443,2458338.0,449.11574565247525,2458338.0
60,511.8405246694158,2458340.0,499.14709530572867,2458340.0,489.6679512162082,2458340.0,461.48929985935257,2458340.0
61,512.6359136367696,2458342.0,510.47476020654716,2458342.0,493.46642389189213,2458342.0,459.7005760030907,2458342.0
62,524.4492306353968,2458344.0,524.8893614737929,2458344.0,507.43075071382486,2458344.0,471.1472538138949,2458344.0
63,535.1486474060275,2458346.0,514.158811010692,2458346.0,512.7926823389388,2458346.0,460.1722006207714,2458346.0
64,545.1696036308763,2458348.0,525.0793712854538,2458348.0,508.16877450512845,2458348.0,469.3168955646333,2458348.0
65,553.5813937514619,2458350.0,533.776641662806,2458350.0,512.0510445402311,2458350.0,480.16993010925984,2458350.0
66,568.4429473788987,2458352.0,545.0358170333533,2458352.0,528.6538966356741,2458352.0,470.53210860195577,2458352.0
67,571.9074467911438,2458354.0,556.6467721360228,2458354.0,537.30161554946,2458354.0,465.6128285987035,2458354.0
68,583.9735629167895,2458356.0,550.0346516403931,2458356.0,542.3418480328057,2458356.0,472.0141971343747,2458356.0
69,582.1485865834795,2458358.0,558.3730707759729,2458358.0,548.6264731438384,2458358.0,486.35974965047257,2458358.0
70,589.0011700047853,2458360.0,562.8967723722233,2458360.0,538.9226599817877,2458360.0,484.5571576197513,2458360.0
71,597.6976912626351,2458362.0,570.5818882160474,2458362.0,539.3948046329939,2458362.0,484.7172945051221,2458362.0
72,613.0867889650857,2458364.0,570.0025908384379,2458364.0,553.3302260735878,2458364.0,491.4352775767622,2458364.0
73,612.0842554047482,2458366.0,572.1193731399263,2458366.0,549.928674868254,2458366.0,490.7434250268746,2458366.0
74,623.113729910595,2458368.0,587.2611173370352,2458368.0,570.7880683965138,2458368.0,478.1055090997631,2458368.0
75,632.3648277622331,2458370.0,585.6198061768091,2458370.0,570.7916011087098,2458370.0,501.60951771877825,2458370.0
76,638.7748115608919,2458372.0,585.7858285875486,2458372.0,580.679873037328,2458372.0,476.96194967984474,2458372.0
77,644.2493258316442,2458374.0,589.6116088640149,2458374.0,573.6478972179868,2458374.0,481.0162772056485,2458374.0
78,635.5434905362047,2458376.0,588.9274566111046,2458376.0,576.6478305561388,2458376.0,490.75580703543505,2458376.0
79,630.2357187613517,2458378.0,590.6706523756508,2458378.0,579.1309676260422,2458378.0,493.98095631290107,2458378.0
80,650.6101580385446,2458380.0,587.3648395059864,2458380.0,584.6926952319232,2458380.0,494.16205626209506,2458380.0
81,648.4745498583411,2458382.0,592.0641377728319,2458382.0,577.3527991991026,2458382.0,503.63973088716136,2458382.0
82,625.9322327211968,2458384.0,583.6568749961256,2458384.0,577.9458295814763,2458384.0,487.3087370067457,2458384.0
83,637.0251302444607,2458386.0,597.1652610847632,2458386.0,566.3539289564646,2458386.0,473.133478343859,2458386.0
84,619.150535387166,2458388.0,589.4502524570621,2458388.0,579.294336529172,2458388.0,484.0199871982072,2458388.0
85,623.3406239327337,2458390.0,586.7095474867235,2458390.0,580.8570554295317,2458390.0,501.3307692049513,2458390.0
86,609.8154239792196,2458392.0,581.9741253949472,2458392.0,587.1145146740122,2458392.0,497.9991453061551,2458392.0
87,592.4337700068577,2458394.0,575.9481894398494,2458394.0,583.409168896883,2458394.0,501.98255463362864,2458394.0
88,590.8191365420518,2458396.0,589.3351913849938,2458396.0,573.5944021329808,2458396.0,500.920421560806,2458396.0
